INSTNM,CITY,STABBR,INSTURL,PREDDEG,HIGHDEG,ADM_RATE,SAT_AVG,CURROPER,ADDR,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
University of Alaska Anchorage,Anchorage,AK,www.uaa.alaska.edu/,3,4,0.6532,Not Available,1,3211 Providence Drive,0.0024,0.006,0.0,0.0018,0.006,0.0,0.0287,0.0096,0.0006,0.04,0.0251,0.0096,0.0137,0.0054,0.0137,0.1499,0.0,0.0233,0.0042,0.0,0.0251,0.0096,0.0012,0.0,0.0054,0.0179,0.0346,0.0131,0.0143,0.0221,0.0,0.0466,0.0161,0.0269,0.0257,0.2478,0.1433,0.0107
Alaska Bible College,Palmer,AK,www.akbible.edu/,3,3,Not Available,Not Available,1,248 E Elmwood Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
University of Alaska Fairbanks,Fairbanks,AK,www.uaf.edu/,3,4,Not Available,Not Available,1,1731 South Chandalar Drive,0.0021,0.0222,0.0,0.0011,0.0106,0.0,0.0307,0.0106,0.0465,0.0687,0.018,0.0148,0.0233,0.0074,0.0085,0.0677,0.0,0.037,0.0095,0.0,0.056,0.0053,0.0032,0.0,0.0211,0.0011,0.0349,0.0825,0.0402,0.0095,0.0053,0.0507,0.0127,0.0,0.0169,0.1268,0.1501,0.0053
University of Alaska Southeast,Juneau,AK,www.uas.alaska.edu/,1,4,0.6266,Not Available,1,11066 Auke Lake Way,0.0,0.0809,0.0,0.0058,0.0,0.0,0.0,0.0,0.0838,0.0,0.0029,0.0145,0.0,0.0,0.0029,0.0983,0.0,0.0318,0.0029,0.0,0.0376,0.0058,0.0,0.0,0.0,0.0,0.0,0.0231,0.0,0.0289,0.0029,0.0318,0.0636,0.052,0.0029,0.2168,0.211,0.0
Alaska Pacific University,Anchorage,AK,www.alaskapacific.edu/,3,4,0.9931,Not Available,1,4101 University Dr,0.0,0.0111,0.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0556,0.0,0.0,0.0,0.0,0.1667,0.1111,0.0,0.0,0.0,0.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.2222,0.0
Alaska Vocational Technical Center,Seward,AK,www.avtec.edu/,1,1,Not Available,Not Available,1,PO Box 889,0.0,0.0,0.0,0.0,0.0,0.0,0.1196,0.087,0.0,0.0,0.2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609,0.1196,0.0,0.0,0.0,0.1304,0.0
Charter College,Vancouver,WA,https://chartercollege.edu/,1,3,Not Available,Not Available,1,"17200 S.E. Mill Plain Boulevard, Suite 100",0.0337,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.1057,0.0383,0.0,0.0,0.7257,0.0598,0.0
Alaska Career College,Anchorage,AK,www.alaskacareercollege.edu/,1,2,Not Available,Not Available,1,1415 E Tudor Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8372,0.1628,0.0
Empire Beauty School-Tucson,Tucson,AZ,www.empire.edu/,1,1,Not Available,Not Available,1,3030 E Speedway Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carrington College-Phoenix North,Phoenix,AZ,https://carrington.edu/,1,2,Not Available,Not Available,1,2149 W Dunlap Avenue,0.1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659,0.0361,0.0,0.0,0.0,0.7935,0.0,0.0
Carrington College-Mesa,Mesa,AZ,https://carrington.edu/,1,2,Not Available,Not Available,1,1001 West Southern Avenue,0.1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8708,0.0,0.0
Carrington College-Tucson,Tucson,AZ,https://carrington.edu/,1,2,Not Available,Not Available,1,201 North Bonita Avenue,0.1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8614,0.0,0.0
Arizona Academy of Beauty,Tucson,AZ,www.arizonaacademy.com/,1,1,Not Available,Not Available,1,5631 E Speedway Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miller-Motte College-Arizona Automotive Institute,Glendale,AZ,www.aai.edu/,1,1,Not Available,Not Available,1,6829 N 46th Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4911,0.4018,0.0,0.0,0.0,0.0,0.0
Brookline College-Phoenix,Phoenix,AZ,www.brooklinecollege.edu/,3,4,Not Available,Not Available,1,"2445 W. Dunlap Ave., Ste. 100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772,0.0209,0.0
Arizona State University Campus Immersion,Tempe,AZ,www.asu.edu/,3,4,0.8975,Not Available,1,University Drive and Mill Avenue,0.0,0.0109,0.0128,0.0048,0.0462,0.0054,0.0539,0.0,0.0461,0.0869,0.008,0.0064,0.0116,0.0099,0.0117,0.0037,0.0,0.0801,0.0108,0.0,0.0383,0.0223,0.0046,0.0,0.0146,0.0017,0.0543,0.0251,0.0162,0.0535,0.0,0.0,0.0,0.0073,0.0407,0.0661,0.2394,0.0066
Arizona Western College,Yuma,AZ,https://www.azwestern.edu/,2,2,Not Available,Not Available,1,2020 S. Avenue 8E,0.0106,0.0019,0.0,0.0,0.0044,0.0,0.0162,0.005,0.0256,0.0137,0.0225,0.0025,0.0119,0.005,0.0012,0.5709,0.0,0.0075,0.0087,0.0,0.0,0.0125,0.0006,0.0,0.0094,0.0,0.0,0.0537,0.0,0.0412,0.0212,0.0144,0.005,0.0,0.0112,0.0725,0.0487,0.0019
University of Arizona,Tucson,AZ,https://www.arizona.edu/,3,4,0.8676,1229.0,1,1401 E University Blvd,0.0244,0.0171,0.0182,0.0082,0.0414,0.0,0.0552,0.0,0.0389,0.0672,0.0025,0.017,0.0148,0.0188,0.0129,0.0028,0.0,0.0918,0.0084,0.0307,0.0622,0.0054,0.0041,0.0,0.0208,0.0088,0.0725,0.0227,0.0038,0.0509,0.0,0.0,0.0,0.0,0.0331,0.0866,0.1502,0.0087
Central Arizona College,Coolidge,AZ,www.centralaz.edu/,1,2,Not Available,Not Available,1,8470 N Overfield Rd,0.0038,0.0,0.0,0.0,0.0057,0.0038,0.0143,0.0267,0.062,0.0,0.0305,0.0,0.0124,0.0,0.0,0.4303,0.0,0.0,0.0,0.0,0.0525,0.0048,0.0,0.0,0.001,0.0,0.0,0.0563,0.0,0.0,0.0544,0.0076,0.0286,0.021,0.0105,0.1374,0.0363,0.0
Charles of Italy Beauty College,Lake Havasu City,AZ,www.charlesofitaly.edu/,1,1,Not Available,Not Available,1,"1987 McCulloch Blvd, Suite 205",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Cochise County Community College District,Sierra Vista,AZ,https://www.cochise.edu/,2,2,Not Available,Not Available,1,901 N Colombo Ave,0.0025,0.0,0.0,0.0,0.001,0.0,0.0208,0.0056,0.0193,0.0025,0.0015,0.0,0.0,0.0,0.0005,0.1851,0.0,0.0025,0.0005,0.5066,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0259,0.0,0.0076,0.0035,0.0238,0.0198,0.0035,0.0066,0.142,0.0162,0.0
Empire Beauty School-Chandler,Chandler,AZ,www.empire.edu/,1,1,Not Available,Not Available,1,2978 N Alma School Rd #1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avalon Institute-Mesa,Mesa,AZ,avalon.edu/mesa-az/,1,1,Not Available,Not Available,1,2111 S Alma School Rd Ste 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Arizona College,Thatcher,AZ,www.eac.edu/,1,2,Not Available,Not Available,1,615 N. Stadium Ave.,0.0,0.001,0.0,0.0,0.0019,0.001,0.0088,0.0214,0.0214,0.0,0.0185,0.0029,0.0,0.0,0.0,0.2152,0.0,0.001,0.0,0.0,0.0214,0.0068,0.0,0.0,0.0,0.0,0.0058,0.0156,0.0,0.0029,0.0672,0.2473,0.0204,0.0,0.0204,0.2181,0.0789,0.0019
Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,prescott.erau.edu/,3,4,0.68,1278.0,1,3700 Willow Creek Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0388,0.0,0.024,0.122,0.0,0.1128,0.0,0.0,0.0,0.2754,0.0129,0.0,0.0481,0.0
Glendale Community College,Glendale,AZ,www.gccaz.edu/,1,2,Not Available,Not Available,1,6000 W Olive Ave,0.0,0.0003,0.0,0.0,0.0078,0.0125,0.0507,0.0,0.0316,0.0027,0.014,0.0045,0.0018,0.0,0.0024,0.1888,0.0,0.0027,0.0009,0.0,0.0674,0.0066,0.0006,0.0,0.0271,0.0024,0.0125,0.0304,0.0048,0.0042,0.0,0.0116,0.0,0.0,0.2598,0.1593,0.0919,0.0009
Grand Canyon University,Phoenix,AZ,www.gcu.edu/,3,4,0.7787,Not Available,1,3300 W Camelback Rd,0.0,0.0006,0.0,0.0,0.0135,0.0,0.0247,0.0,0.1111,0.0083,0.0006,0.0002,0.0015,0.0,0.0064,0.0,0.0,0.0169,0.0,0.0,0.0,0.0174,0.0,0.0214,0.0004,0.0,0.0,0.0366,0.1145,0.0085,0.0,0.0,0.0,0.0,0.0174,0.4132,0.1776,0.0094
GateWay Community College,Phoenix,AZ,www.gatewaycc.edu/,1,2,Not Available,Not Available,1,108 N. 40th Street,0.0,0.0,0.0,0.0,0.0005,0.0,0.0556,0.0016,0.0005,0.0,0.0146,0.0,0.0005,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0076,0.0,0.0016,0.0,0.0,0.0005,0.0049,0.2457,0.0,0.0,0.0724,0.4789,0.0405,0.0
Mesa Community College,Mesa,AZ,www.mesacc.edu/,1,2,Not Available,Not Available,1,1833 W Southern Ave,0.01,0.0016,0.0,0.0011,0.0061,0.0029,0.0378,0.0016,0.0216,0.0026,0.0135,0.0042,0.0016,0.0,0.0013,0.1861,0.0,0.0032,0.0008,0.0,0.0414,0.0011,0.0008,0.0,0.0275,0.0003,0.0124,0.0172,0.005,0.0095,0.0121,0.0312,0.0137,0.0,0.2658,0.1418,0.1235,0.0008
Mohave Community College,Kingman,AZ,https://www.mohave.edu/,1,2,Not Available,Not Available,1,1971 Jagerson Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0577,0.0098,0.0163,0.0022,0.0,0.0,0.0,0.0196,0.0065,0.085,0.0,0.0033,0.0044,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0316,0.0,0.0185,0.0153,0.1198,0.0828,0.0,0.1296,0.305,0.0741,0.0044
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Avondale,AZ,www.uti.edu/,1,2,Not Available,Not Available,1,"10695 West Pierce Street, Suite 200",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dine College,Tsaile,AZ,https://www.dinecollege.edu/,2,3,Not Available,Not Available,1,"Route 12, One Circle Drive",0.0,0.0102,0.0,0.0102,0.0,0.0,0.0051,0.0,0.1624,0.0203,0.0,0.0,0.0,0.0,0.0,0.0203,0.0,0.0558,0.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0711,0.0,0.0203,0.0812,0.0,0.0,0.0,0.0,0.0152,0.3553,0.1421,0.0
Northern Arizona University,Flagstaff,AZ,https://nau.edu/,3,4,0.7999,Not Available,1,"1900 S Knoles Dr, Babbitt Administrative Center, Room 200",0.0,0.035,0.0,0.0014,0.0526,0.0,0.0245,0.0,0.0973,0.0372,0.0,0.0068,0.0,0.0,0.0149,0.0655,0.0,0.0757,0.0039,0.0,0.0198,0.0412,0.0009,0.0,0.017,0.0101,0.0573,0.0044,0.0267,0.0599,0.0,0.0,0.0,0.0,0.0303,0.1394,0.1733,0.0049
Northland Pioneer College,Holbrook,AZ,www.npc.edu/,1,2,Not Available,Not Available,1,2251 E. Navajo Blvd.,0.0,0.0,0.0,0.0,0.0,0.0226,0.0226,0.0714,0.1185,0.0,0.0192,0.0,0.0,0.0,0.0,0.0976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0314,0.0,0.0,0.0192,0.0801,0.2735,0.0,0.0,0.1882,0.0557,0.0
Phoenix College,Phoenix,AZ,www.phoenixcollege.edu/,1,2,Not Available,Not Available,1,1202 W Thomas Rd,0.0,0.0005,0.0,0.0087,0.0019,0.0048,0.0375,0.0,0.0067,0.001,0.0005,0.0072,0.0058,0.0313,0.001,0.1376,0.0,0.0029,0.0014,0.0,0.0346,0.0005,0.0005,0.0,0.0279,0.0,0.0053,0.0433,0.0096,0.0067,0.0,0.0029,0.0,0.0,0.2198,0.253,0.1467,0.0005
Pima Community College,Tucson,AZ,www.pima.edu/,1,2,Not Available,Not Available,1,4905C East  Broadway Blvd.,0.0158,0.0,0.0,0.0,0.0,0.0,0.0272,0.0063,0.036,0.0,0.0176,0.0035,0.0,0.0072,0.0,0.4899,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0163,0.0023,0.0009,0.0056,0.0968,0.0183,0.0093,0.0186,0.1546,0.0697,0.0
Pima Medical Institute-Tucson,Tucson,AZ,https://pmi.edu/,2,3,Not Available,Not Available,1,"2121 N Craycroft Road, Bldg 1",0.0595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9405,0.0,0.0
Pima Medical Institute-Albuquerque,Albuquerque,NM,https://pmi.edu/,1,2,Not Available,Not Available,1,4400 Cutler Avenue NE,0.0852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9148,0.0,0.0
Prescott College,Prescott,AZ,https://www.prescott.edu/,3,4,0.9838,Not Available,1,220 Grove Ave,0.0083,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1417,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0,0.2083,0.1583,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0167,0.0,0.0083,0.0
Refrigeration School Inc,Phoenix,AZ,https://www.rsi.edu/,1,2,Not Available,Not Available,1,4210 E Washington Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1256,0.1365,0.2283,0.0,0.0,0.0,0.0,0.0
Rio Salado College,Tempe,AZ,www.rio.maricopa.edu/,1,2,Not Available,Not Available,1,2323 W 14th St,0.0,0.0002,0.0,0.0,0.0012,0.0,0.026,0.0002,0.013,0.0005,0.0002,0.0017,0.0007,0.0145,0.001,0.0849,0.0,0.0,0.0002,0.0,0.0127,0.0,0.0002,0.0,0.005,0.0,0.003,0.2977,0.0117,0.0005,0.0192,0.0067,0.0,0.0002,0.0774,0.05,0.3706,0.0002
Roberto-Venn School of Luthiery,Phoenix,AZ,www.roberto-venn.com/,1,1,Not Available,Not Available,1,1012 NW Grand Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Scottsdale Community College,Scottsdale,AZ,www.scottsdalecc.edu/,2,2,Not Available,Not Available,1,9000 E Chaparral Rd,0.0044,0.0,0.0,0.0015,0.0058,0.0066,0.0349,0.0291,0.008,0.0,0.0036,0.0015,0.0,0.0,0.0029,0.1536,0.0,0.0015,0.0,0.0,0.0335,0.0197,0.0015,0.0,0.0277,0.0,0.0087,0.0313,0.0,0.008,0.0,0.0,0.0,0.0,0.294,0.0939,0.2278,0.0007
South Mountain Community College,Phoenix,AZ,www.southmountaincc.edu/,1,2,Not Available,Not Available,1,7050 S 24th St,0.0,0.0023,0.0,0.007,0.0035,0.0012,0.0913,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.2681,0.0,0.0,0.0,0.0,0.1218,0.0059,0.0,0.0,0.0281,0.0,0.0023,0.0152,0.0012,0.0023,0.0398,0.0023,0.0,0.0,0.2693,0.0,0.1218,0.0
Arizona Christian University,Glendale,AZ,arizonachristian.edu/,3,3,0.7014,Not Available,1,1 W. Firestorm Way,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.1608,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0769,0.0,0.0,0.028,0.0,0.0,0.0699,0.0,0.0,0.1678,0.0,0.0,0.1049,0.0,0.0,0.0,0.0,0.035,0.0,0.3147,0.0
Universal Technical Institute of Arizona Inc,Avondale,AZ,www.uti.edu/,2,2,Not Available,Not Available,1,10695 West Pierce Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8501,0.1499,0.0,0.0,0.0,0.0,0.0
Yavapai College,Prescott,AZ,https://www.yc.edu/,1,2,Not Available,Not Available,1,1100 E Sheldon St,0.0402,0.0,0.0,0.0,0.0,0.0,0.0244,0.0183,0.0219,0.001,0.0025,0.0,0.0,0.0168,0.0,0.3978,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.0473,0.0,0.0,0.0285,0.0473,0.0468,0.0107,0.0234,0.1623,0.1063,0.0
University of Arkansas at Little Rock,Little Rock,AR,ualr.edu/www/,3,4,0.6146,1089.0,1,2801 S University Ave,0.0,0.0,0.0,0.0,0.0309,0.0,0.0436,0.0,0.0279,0.0151,0.0382,0.023,0.0,0.0018,0.0206,0.1127,0.0,0.0327,0.0024,0.0,0.0115,0.0,0.0036,0.0,0.0182,0.0,0.0418,0.0757,0.0412,0.0303,0.0,0.0,0.0,0.0,0.0357,0.2556,0.1248,0.0127
University of Arkansas for Medical Sciences,Little Rock,AR,https://www.uams.edu/,3,4,Not Available,Not Available,1,4301 W Markham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Arkansas Baptist College,Little Rock,AR,www.arkansasbaptist.edu/,3,3,Not Available,Not Available,1,1600 Dr. Martin Luther King Jr. Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0571,0.0,0.2571,0.0,0.0,0.0,0.0,0.0857,0.2,0.0,0.0,0.0,0.0,0.0,0.0571,0.0,0.3143,0.0
Arkansas Beauty School-Little Rock,Little Rock,AR,arbs.edu/,1,1,Not Available,Not Available,1,8521 Geyer Springs Road Unit 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas Beauty College,Russellville,AR,https://www.arkansasbeautycollege.us/,1,1,Not Available,Not Available,1,109 N Commerce St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyon College,Batesville,AR,www.lyon.edu/,3,3,0.5984,Not Available,1,2300 Highland Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0429,0.0,0.0,0.0071,0.0,0.0,0.0357,0.0,0.0,0.1643,0.05,0.0,0.0,0.0357,0.0,0.0,0.0214,0.0,0.1357,0.0,0.0,0.0857,0.0,0.0,0.0,0.0,0.0643,0.0,0.2571,0.0286
Arkansas Technical School,North Little Rock,AR,www.arktech.edu/,1,1,Not Available,Not Available,1,200 E Washington Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur's Beauty College,Fort Smith,AR,www.arthursbeautycollege.com/,1,1,Not Available,Not Available,0,2000 North B Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
University of Arkansas,Fayetteville,AR,https://www.uark.edu/,3,4,0.7893,1167.0,1,"1125 W Maple St, Administration Bldg 425",0.0449,0.0064,0.0163,0.0,0.0696,0.0,0.0278,0.0,0.0376,0.102,0.0,0.0066,0.0344,0.0,0.0115,0.0,0.0,0.037,0.0062,0.0,0.0086,0.0414,0.0016,0.0,0.0195,0.0,0.0384,0.0189,0.0125,0.038,0.0,0.0,0.0,0.0,0.033,0.0977,0.279,0.0111
University of Arkansas at Pine Bluff,Pine Bluff,AR,www.uapb.edu/,3,4,0.6933,878.0,1,1200 N University Mail Slot 4789,0.0212,0.0091,0.0,0.0,0.0182,0.0,0.0303,0.0,0.1333,0.003,0.0758,0.0,0.0303,0.0,0.0182,0.0818,0.0,0.1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0152,0.0667,0.0455,0.0333,0.0,0.0,0.0,0.0,0.0485,0.1091,0.1152,0.0
Arkansas State University-Beebe,Beebe,AR,www.asub.edu/,2,2,Not Available,Not Available,1,1000 Iowa Street,0.0445,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.06,0.0,0.0228,0.0,0.0,0.0,0.0,0.3271,0.0,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0342,0.0,0.0,0.0,0.0952,0.0352,0.0,0.0176,0.2774,0.0725,0.0
Arkansas State University,Jonesboro,AR,www.astate.edu/,3,4,0.6951,1119.0,1,"2105 East, Aggie Road",0.0318,0.0071,0.0,0.0,0.0608,0.0,0.0078,0.0,0.0624,0.0137,0.0055,0.0012,0.0,0.0,0.0071,0.3049,0.0,0.0267,0.0035,0.0,0.0027,0.0251,0.0004,0.0,0.0051,0.0,0.0577,0.0024,0.0102,0.0436,0.0,0.0,0.0,0.0,0.0314,0.1833,0.1016,0.0039
Arkansas Tech University,Russellville,AR,www.atu.edu/,2,4,0.9439,1090.0,1,"Administration Bldg 200, 1509 N Boulder Ave",0.0118,0.0069,0.0,0.0,0.0107,0.0,0.0406,0.0077,0.0362,0.0189,0.0159,0.0016,0.0058,0.0,0.0055,0.3011,0.0,0.008,0.0027,0.0,0.0225,0.0049,0.0,0.0,0.0044,0.0,0.0225,0.0373,0.0022,0.0104,0.0052,0.0197,0.0195,0.0,0.0101,0.2454,0.1176,0.0049
