INSTNM,CITY,STABBR,INSTURL,PREDDEG,HIGHDEG,ADM_RATE,SAT_AVG,CURROPER,ADDR,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
DigiPen Institute of Technology,Redmond,WA,https://www.digipen.edu/,3,4,0.6637,1301.0,1,9931 Willows Rd NE,0.0,0.0,0.0,0.0,0.0,0.3041,0.4608,0.0,0.0,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415,0.0,0.0,0.0
Pierpont Community and Technical College,Fairmont,WV,https://www.pierpont.edu/,2,2,Not Available,Not Available,1,500 Galliher Drive,0.0156,0.0,0.0,0.0,0.0,0.0,0.0425,0.0581,0.0,0.0,0.3371,0.0113,0.0099,0.0071,0.0,0.1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297,0.0,0.0156,0.0,0.0,0.017,0.034,0.0,0.0,0.0085,0.221,0.0482,0.0
Dewey University-Hato Rey,Hato Rey,PR,dewey.edu/,3,4,Not Available,Not Available,1,Barbosa Ave #427 3rd Floor - Malco Bldg,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.2472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6629,0.0787,0.0
InterCoast Colleges-West Covina,W. Covina,CA,https://www.intercoast.edu/,1,2,Not Available,Not Available,1,2235 East Garvey Ave. North,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3889,0.0741,0.0,0.0,0.0,0.4583,0.0694,0.0
American College of Healthcare Sciences,Portland,OR,www.achs.edu/,1,4,0.9167,Not Available,1,5005 S. Macadam Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Colorado Media School,Denver,CO,beonair.com/,1,1,Not Available,Not Available,1,4380 S. Syracuse St. Suite 400,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Mitchell the School-Rhode Island,Cranston,RI,paulmitchell.edu/rhodeisland,1,1,Not Available,Not Available,1,"30 Chapel View Blvd., Suite 100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miller-Motte College-Chattanooga,Chattanooga,TN,https://www.miller-motte.edu/,1,2,Not Available,Not Available,1,"6397 Lee Highway, Suite 100",0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.3704,0.0,0.5741,0.0231,0.0
Milan Institute-Sparks,Sparks,NV,www.milaninstitute.edu/,1,1,Not Available,Not Available,1,950 Industrial Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Interactive College of Technology,Houston,TX,www.ict.edu/campuses/tx/north-houston/,2,2,Not Available,Not Available,1,16801 Greenspoint Park Drive Suite 150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Altierus Career College-Norcross,Norcross,GA,https://www.altierus.edu/,1,2,Not Available,Not Available,0,1750 Beaver Ruin Rd-Ste 500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7169,0.0,0.0
Strayer University-Tennessee,Memphis,TN,www.strayer.edu/campus-locations/tennessee/thousand-oaks,3,4,Not Available,Not Available,1,2650 Thousand Oaks Blvd Ste 1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8506,0.0
Strayer University-Pennsylvania,Trevose,PA,https://www.strayer.edu/campus-locations/pennsylvania/lower-bucks-county,3,4,Not Available,Not Available,1,3800 Horizon Blvd Ste 100,0.0,0.0,0.0,0.0,0.0,0.0,0.0773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8357,0.0
Charlie's Guard-Detective Bureau and Academy Inc,Aguadilla,PR,www.charliesacademy.edu/,1,1,Not Available,Not Available,1,Road 107 Km 3.1 Bo. Borinquen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCI Academy-Plymouth,Plymouth,MN,www.pci-academy.com/,1,1,Not Available,Not Available,1,4315 Peony Lane N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Creative Images Institute of Cosmetology-South Dayton,Dayton,OH,www.creativeimages.edu/,1,1,Not Available,Not Available,1,568 Miamisburg-Centerville Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brookline College-Albuquerque,Albuquerque,NM,www.brooklinecollege.edu/,3,3,Not Available,Not Available,1,4201 Central Ave NW-Ste J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9454,0.0055,0.0
Northcentral University,San Diego,CA,www.ncu.edu/,3,4,Not Available,Not Available,1,9388 Lightwave Avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Bayamon Community College,Bayamon,PR,www.bccpr.org/,1,1,Not Available,Not Available,1,17 Maceo St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7822,0.2178,0.0
Folsom Lake College,Folsom,CA,https://www.flc.losrios.edu/,2,2,Not Available,Not Available,1,10 College Parkway,0.0,0.0005,0.0,0.0005,0.0186,0.0024,0.0303,0.0,0.0,0.0024,0.0069,0.0,0.0489,0.0034,0.0083,0.3079,0.0,0.0103,0.024,0.0,0.0744,0.0069,0.0015,0.0,0.0103,0.0,0.0529,0.023,0.0078,0.1743,0.0,0.0,0.0,0.0,0.0113,0.0573,0.1106,0.0054
LeGrand Institute of Cosmetology Inc,Camden,SC,www.legrandinstitute.com/,1,1,Not Available,Not Available,1,2418 Broad St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hussian College-Daymar College Murfreesboro,Murfreesboro,TN,www.daymarcollege.edu/,1,2,0.7778,Not Available,0,"855 W. College Street, Suite H",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421,0.1053,0.0
Cambridge Technical Institute,Caguas,PR,www.cti.edu/,1,1,Not Available,Not Available,1,Urb. Bonneville Terrace A-16  Ave. Degetau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Empire Beauty School-Midlothian,Midlothian,VA,www.empire.edu/,1,1,Not Available,Not Available,1,10807 Hull Street Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Empire Beauty School-Owings Mills,Owings Mills,MD,www.empire.edu/,1,1,Not Available,Not Available,1,"9616 Reisterstown Rd, Suite 105",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Empire Beauty School-West Mifflin,West Mifflin,PA,www.empire.edu/,1,1,Not Available,Not Available,1,2394 Mountainview Dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATI College-Whittier,Whitter,CA,www.ati.edu/,1,3,Not Available,Not Available,1,15141 Whittier Blvd Suite 420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Advance Science International College,Miami Lakes,FL,www.asicollege.edu/,2,2,Not Available,Not Available,1,5190 nw 167 st STE 200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ATA College,El Cajon,CA,https://apply.atacollege.edu/,1,2,Not Available,Not Available,1,"1810 Gillespie Way, Suite 104",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.0,0.0,0.0727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6182,0.0,0.0
American Advanced Technicians Institute,Hialeah,FL,www.aati.edu/,1,1,Not Available,Not Available,1,6801 W 20th St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Baptist University of the Americas,San Antonio,TX,www.bua.edu/,3,3,Not Available,Not Available,1,2418 W. Ansley Blvd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.2121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2121,0.0,0.2727,0.0
The Beauty Institute,West  Palm Beach,FL,thebeautyinstitute.edu/,1,1,Not Available,Not Available,1,2215 N Military Trl suite I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beis Medrash Heichal Dovid,Far Rockaway,NY,www.heichaldovid.org/,3,4,0.5783,Not Available,1,211 Beach Seventeenth Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Cliff Career College,Mobile,AL,www.blue.edu/,1,1,Not Available,Not Available,1,"2970 Cottage Hill Rd., Suite 175",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Career Beauty College,Lawrenceburg,TN,www.cbclburg.com/,1,1,Not Available,Not Available,1,113 South Military Avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Mitchell the School-Gastonia,Gastonia,NC,paulmitchell.edu/gastonia,1,1,Not Available,Not Available,0,284 E Garrison Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CES College,Burbank,CA,www.cescollege.edu/,1,1,0.6308,Not Available,1,401 S. Glenoaks Blvd. Suite 211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Stellar Career College,Modesto,CA,www.stellarcollege.edu/,1,1,Not Available,Not Available,1,4300 Sisk Rd,0.4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3725,0.1569,0.0
Auguste Escoffier School of Culinary Arts-Austin,Austin,TX,www.escoffier.edu/,2,2,Not Available,Not Available,1,6020-B Dillard Circle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Culinary Institute Inc,Houston,TX,www.culinaryinstitute.edu/,2,2,Not Available,Not Available,1,7070 Allensby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escuela Hotelera de San Juan,Hato Rey,PR,www.escuelahotelera.edu/,1,1,Not Available,Not Available,1,229 Guayama St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orion Institute,Perrysburg,OH,www.orion.edu/orioninstitute,1,1,Not Available,Not Available,1,340 Three Meadows Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Moore Career College,Baton Rouge,LA,moorecareercollege.edu/,1,1,Not Available,Not Available,1,"14141 Airline Highway, Building 1, Suite X",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333,0.0,0.0,0.0,0.0,0.0
Industrial Technical College,Humacao,PR,www.industrialtechnicalcollege.com/,1,1,Not Available,Not Available,1,Francisco Vega No. 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0
Gwinnett College-Marietta Campus,Marietta,GA,www.gwinnettcollege.edu/,1,2,Not Available,Not Available,1,"1130 Northchase Pkwy, Ste 100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9848,0.0,0.0
Leston College,Bayamon,PR,www.lestoncollege.com/,1,1,Not Available,Not Available,1,Calle Dr Veve #52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Christian College and Theological Seminary,Charlotte,NC,www.charlottechristian.edu/,3,4,Not Available,Not Available,1,"7520 East Independence Blvd, Suite 100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nightingale College,Salt Lake City,UT,www.nightingale.edu/,3,4,Not Available,Not Available,1,175 S Main St Suite 400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PITC Institute,Wyncote,PA,pitc.edu/index.html,1,2,Not Available,Not Available,1,827 Glenside Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Skinworks School of Advanced Skincare,Salt Lake City,UT,www.skinworks.edu/,1,1,Not Available,Not Available,1,2121 South 230 East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeastern College-Columbia,Columbia,SC,www.sec.edu/,1,2,0.9709,Not Available,1,581 Columbia Mall Boulevard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Technical Learning Centers Inc,Washington,DC,prospectcollege.edu/,1,1,Not Available,Not Available,1,1220 19th St. Suite 100,0.0,0.0,0.0,0.0,0.0,0.0,0.0432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9568,0.0,0.0
Turning Point Beauty College,Casa Grande,AZ,turningpointbeauty.com/,1,1,Not Available,Not Available,1,580 n camino mercado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unitech Training Academy-Lafayette,Lafayette,LA,www.unitechta.edu/,1,1,Not Available,Not Available,1,3253 Ambassador Caffery,0.0,0.0,0.0,0.0,0.0,0.0,0.0579,0.0,0.0,0.0,0.0,0.0,0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9093,0.0,0.0
Mountwest Community and Technical College,Huntington,WV,www.mctc.edu/,2,2,Not Available,Not Available,1,One Mountwest Way,0.024,0.0,0.0,0.0,0.0,0.0,0.1404,0.0103,0.0479,0.0,0.0308,0.0342,0.0,0.0616,0.0,0.0959,0.0,0.0,0.0,0.0,0.0171,0.0034,0.0,0.0,0.0,0.0342,0.0,0.0342,0.0,0.0,0.0,0.0,0.0377,0.0,0.0137,0.3322,0.0822,0.0
American InterContinental University,Chandler,AZ,www.aiuniv.edu/,3,4,Not Available,Not Available,1,2200 E Germann Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1028,0.6584,0.0
American InterContinental University-Houston,Houston,TX,www.aiuniv.edu/online-campus/campus-locations/houston,3,4,Not Available,Not Available,1,9999 Richmond Avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.1618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0147,0.5,0.0
University of California-Merced,Merced,CA,ucmerced.edu/,3,4,0.8946,Not Available,1,5200 North Lake Road,0.0,0.0,0.0,0.0101,0.0,0.0,0.0,0.0,0.0,0.2465,0.0,0.0037,0.0,0.0,0.0165,0.0,0.0,0.1674,0.0186,0.0,0.0351,0.0,0.0032,0.0,0.034,0.0,0.1498,0.0,0.0,0.1318,0.0,0.0,0.0,0.0,0.0064,0.0717,0.0983,0.0069
Remington College-North Houston Campus,Houston,TX,https://www.remingtoncollege.edu/locations/houston/greenspoint/,1,2,Not Available,Not Available,1,"11310 Greens Crossing Blvd, Ste 300",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0755,0.0,0.0,0.0,0.8365,0.0314,0.0
Paul Mitchell the School-Orlando,Oviedo,FL,paulmitchell.edu/orlando,1,1,Not Available,Not Available,1,1285 Oviedo Mall Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pima Medical Institute-Las Vegas,Las Vegas,NV,https://pmi.edu/,1,2,Not Available,Not Available,1,3333 East Flamingo Road,0.2165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7835,0.0,0.0
Remington College-Nashville Campus,Nashville,TN,https://www.remingtoncollege.edu/locations/nashville/,1,2,Not Available,Not Available,1,441 Donelson Pk Ste 150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1779,0.0,0.0,0.0,0.8029,0.0192,0.0
